provider_id,hospital_name,city,state,number_of_deaths_among_cancer_patients_assigned_to_hospital_2003_07,percent_of_cancer_patients_dying_in_hospital_2003_07,percent_of_cancer_patients_dying_in_hospital_2003_07_2,percent_of_cancer_patients_dying_in_hospital_2003_07_3,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_admitted_to_hospital_during_the_last_month_of_life_deaths_2003_07_3,hospital_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07,hospital_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_2,hospital_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_admitted_to_intensive_care_during_the_last_month_of_life_deaths_2003_07_3,icu_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07,icu_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_2,icu_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_receiving_life_sustaining_treatment_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_deaths_2003_07,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_deaths_2003_07_2,percent_of_cancer_patients_receiving_chemotherapy_during_the_last_two_weeks_of_life_deaths_2003_07_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_deaths_2003_07,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_deaths_2003_07_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_month_of_life_deaths_2003_07_3,hospice_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07,hospice_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_2,hospice_days_per_cancer_patient_during_the_last_month_of_life_deaths_2003_07_3,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_deaths_2003_07,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_deaths_2003_07_2,percent_of_cancer_patients_enrolled_in_hospice_during_the_last_three_days_of_life_deaths_2003_07_3,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_deaths_2003_07,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_deaths_2003_07_2,percent_of_cancer_patients_seeing_ten_or_more_physicians_during_the_last_six_months_of_life_deaths_2003_07_3
290001,Washoe Medical Center,Reno,NV,125,39.6203,29.9378,52.4343,63.273,50.8846,78.6775,5.475,4.4007,6.5492,32.183,23.6009,43.8859,1.7882,1.1969,2.3794,,,,,,,42.7072,32.7047,55.7688,6.8964,4.9529,8.8399,,,,54.8039,42.886,70.0339
290003,Sunrise Hospital & Medical Center,Las Vegas,NV,143,31.8759,23.9436,42.4362,61.9652,50.3333,76.2853,6.411,5.4064,7.4155,32.7079,24.6404,43.4166,1.8162,1.2633,2.3692,17.9493,12.3008,26.1915,7.5924,4.4054,13.0851,56.1577,45.0985,69.9289,7.8529,6.0354,9.6703,11.8088,7.3372,19.0056,64.6117,52.7692,79.112
290019,Carson Tahoe Hospital,Carson City,NV,111,27.0653,19.03,38.4936,70.6738,56.8351,87.8822,4.8996,3.7596,6.0396,35.8096,26.359,48.6486,1.3825,0.755,2.01,11.2233,6.371,19.7714,9.3505,5.175,16.8951,54.6399,42.4181,70.383,8.875,6.8125,10.9375,10.3308,5.8643,18.1993,42.8821,32.0106,57.4456
290022,Desert Springs Hospital Medical Center,Las Vegas,NV,82,26.3577,17.352,40.0374,61.6829,46.8727,81.1726,5.4181,4.0919,6.7443,34.7119,24.1156,49.9642,1.9813,1.2514,2.7112,16.9453,10.0309,28.6257,,,,64.8459,49.5329,84.8929,10.9288,8.5295,13.3281,,,,51.8114,38.2815,70.1233
290039,MountainView Hospital,Las Vegas,NV,108,28.0831,19.6308,40.1747,67.4205,53.4205,85.0895,5.7751,4.6193,6.9309,34.2426,24.8023,47.2761,2.1296,1.4934,2.7657,18.0775,11.6551,28.0387,,,,66.5028,52.7765,83.799,8.5276,6.4365,10.6186,16.0594,9.9778,25.8479,65.2963,52.0556,81.9047
290041,Summerlin Hospital Medical Center,Las Vegas,NV,94,23.4375,15.4298,35.6011,65.8538,51.2323,84.6484,6.2872,5.0486,7.5259,37.3765,26.829,52.0707,2.284,1.6023,2.9658,14.9209,8.833,25.205,,,,64.1317,49.787,82.6094,9.2985,7.0575,11.5395,13.0505,7.4084,22.9896,72.1319,57.0527,91.1965
290045,St. Rose Dominican Hospital-Siena,Henderson,NV,90,26.3246,17.4903,39.621,71.7715,56.0605,91.8855,5.8251,4.5592,7.0909,29.5841,20.1383,43.4606,1.8956,1.1988,2.5923,19.8808,12.3529,31.9964,,,,65.2136,50.6265,84.0036,7.6707,5.3805,9.961,19.8939,12.5272,31.5925,58.4753,44.7749,76.3676
300001,Concord Hospital,Concord,NH,97,14.3134,8.4758,24.1716,60.2524,46.6764,77.7768,4.3714,3.1519,5.5909,13.2888,7.7147,22.8901,0.4537,-0.2175,1.1249,,,,,,,67.5745,53.0795,86.0277,9.7432,7.5369,11.9494,,,,39.5853,28.6753,54.6463
300003,Dartmouth-Hitchcock Medical Center,Lebanon,NH,201,26.0103,20.012,33.8065,52.1909,43.3251,62.8711,4.4354,3.588,5.2828,16.2115,11.5808,22.6937,0.5348,0.0684,1.0012,9.4085,5.9984,14.7573,5.3654,3.1134,9.2462,42.1254,34.01,52.1773,7.5164,5.9833,9.0495,,,,50.3513,41.0363,61.7808
300012,Elliot Hospital,Manchester,NH,103,30.5278,21.3405,43.6703,66.85,52.7925,84.6507,6.0108,4.8275,7.1942,13.2377,7.6853,22.8016,0.4804,-0.1709,1.1318,,,,,,,39.47,29.1652,53.4158,5.4272,3.2862,7.5682,11.4193,6.4823,20.1165,69.5745,54.4437,88.9102
310001,Hackensack University Medical Center,Hackensack,NJ,368,37.1811,31.3575,44.0862,64.8842,57.0375,73.8104,6.4502,5.8233,7.0771,19.177,15.1408,24.2891,0.9461,0.6011,1.2912,15.5505,11.8997,20.3215,13.1003,9.831,17.4568,51.4939,44.6737,59.3552,7.652,6.5178,8.7863,9.0568,6.4343,12.7481,59.5736,52.3412,67.8054
310002,Newark Beth Israel Medical Center,Newark,NJ,81,36.6838,25.7792,52.201,71.8159,55.3696,93.1473,8.7178,7.3818,10.0538,41.8076,29.988,58.2858,2.6752,1.9399,3.4106,16.721,10.5168,26.5855,,,,46.0458,33.1979,63.866,4.9545,2.5374,7.3717,,,,64.7295,49.7765,84.1744
310005,Hunterdon Medical Center,Flemington,NJ,86,34.9952,24.159,50.6918,61.838,47.1166,81.1591,6.4041,5.1092,7.6989,18.5523,11.1829,30.7781,0.6499,-0.0628,1.3626,,,,17.4599,10.3351,29.4964,52.4003,39.3658,69.7506,7.3203,4.9776,9.663,,,,62.363,47.5118,81.8565
310008,Holy Name Hospital,Teaneck,NJ,144,50.7331,39.9906,64.3612,79.3037,65.8322,95.532,8.4479,7.447,9.4489,21.3754,14.851,30.7661,1.0978,0.5469,1.6488,15.0778,9.6132,23.6486,,,,37.1068,28.485,48.3382,3.858,2.047,5.669,11.9759,7.4414,19.2734,65.0983,53.1108,79.7914
310009,Clara Maass Medical Center,Belleville,NJ,134,30.917,22.6734,42.1578,62.8546,50.6814,77.9517,6.6788,5.6412,7.7165,29.8348,21.7924,40.8453,2.3937,1.8226,2.9648,12.7243,7.7917,20.7795,10.7562,6.2424,18.5339,51.2387,40.463,64.8841,7.5267,5.6494,9.404,9.1664,5.2036,16.147,65.7331,53.3238,81.0301
310010,University Medical Center at Princeton,Princeton,NJ,136,35.4484,26.5452,47.3376,60.9396,49.0724,75.6768,5.6818,4.6518,6.7119,27.5656,19.8784,38.2256,1.0217,0.4548,1.5887,,,,,,,45.2569,35.2787,58.0572,8.2677,6.4042,10.1313,,,,58.143,46.5585,72.61
310011,Burdette Tomlin Memorial Hospital,Cape May Court House,NJ,112,42.9147,32.1339,57.3123,68.404,54.4571,85.9227,6.2641,5.129,7.3992,28.2048,19.8288,40.119,1.6025,0.9778,2.2273,12.705,7.373,21.8929,,,,39.1685,29.1433,52.6425,6.3255,4.2718,8.3791,,,,49.7523,38.5357,64.2337
310012,Valley Hospital,Ridgewood,NJ,281,41.5226,34.4318,50.0737,72.6555,63.172,83.5627,7.4679,6.7507,8.1851,15.6447,11.5582,21.176,0.6423,0.2475,1.0371,8.7609,5.7653,13.3128,9.7111,6.504,14.4994,45.7034,38.501,54.2531,6.5954,5.2978,7.893,7.508,4.8923,11.5222,64.1909,55.5948,74.1162
310014,Cooper Health System,Camden,NJ,87,40.7461,29.3835,56.5026,74.1001,57.9904,94.685,6.7052,5.4177,7.9928,49.2193,36.49,66.3892,3.5231,2.8144,4.2318,17.9099,11.1266,28.8285,,,,50.4637,37.5485,67.8213,7.8399,5.5104,10.1693,13.3405,7.3848,24.0997,78.987,62.4722,99.8674
310015,Morristown Memorial Hospital,Morristown,NJ,259,29.8139,23.8397,37.2853,64.0298,54.9852,74.562,6.1264,5.3797,6.8731,28.2248,22.3963,35.5701,1.6264,1.2155,2.0374,6.8446,4.2532,11.0149,10.1334,6.991,14.6882,57.2071,48.7117,67.184,8.0922,6.7413,9.4432,11.8613,8.337,16.8755,65.4785,56.2193,76.2628
310016,Christ Hospital,Jersey City,NJ,90,59.4021,45.1297,78.1883,74.933,58.641,95.7514,9.4335,8.1675,10.6996,34.2222,23.9198,48.9619,1.841,1.1442,2.5379,20.1505,12.6864,32.0062,,,,34.0129,23.9164,48.3716,3.9324,1.6418,6.223,,,,54.9889,42.2052,71.6447
310017,Chilton Memorial Hospital,Pompton Plains,NJ,120,35.2618,25.8595,48.0828,64.7225,51.6839,81.0504,6.1347,5.0383,7.2312,30.5552,21.9325,42.568,1.9339,1.3304,2.5374,,,,,,,52.1575,40.8173,66.6484,6.8359,4.8521,8.8196,9.0564,5.0133,16.3603,58.9661,46.6391,74.5511
310019,St. Joseph's Regional Medical Center,Paterson,NJ,87,40.2334,28.5959,56.607,68.1252,52.5416,88.3308,6.7432,5.4556,8.0308,27.4121,18.2113,41.2614,1.3912,0.6825,2.0999,18.7472,11.478,30.6202,,,,43.9918,32.1372,60.2195,6.2194,3.8899,8.5489,,,,49.3088,36.8069,66.0571
310022,Virtua West Jersey Hospital,Berlin,NJ,234,31.7591,25.1601,40.0889,66.1791,56.4112,77.6384,6.6846,5.8989,7.4704,39.1479,31.7898,48.2091,2.6492,2.2167,3.0817,11.1434,7.4645,16.6355,10.5535,6.9433,16.0407,56.8628,48.0245,67.3277,8.7698,7.3483,10.1914,8.1458,5.1928,12.7779,76.0153,65.7335,87.9054
310024,Robert Wood Johnson University Hospital - Rahway,Rahway,NJ,100,36.2128,25.9935,50.4498,73.3873,58.1475,92.6212,7.4508,6.2497,8.652,27.268,18.6943,39.7738,0.9797,0.3186,1.6408,,,,19.2771,11.9726,31.0382,34.9472,25.0882,48.6805,4.1637,1.9906,6.3368,11.3017,6.2557,20.4178,58.7425,45.8753,75.2189
310025,Bayonne Medical Center,Bayonne,NJ,97,54.8797,41.5778,72.4373,57.4669,43.8951,75.2349,6.9805,5.7608,8.2003,30.4905,21.1805,43.8929,1.972,1.3006,2.6434,13.0359,7.3983,22.9694,16.1744,9.3825,27.883,37.8046,27.3856,52.1875,5.1807,2.9739,7.3875,,,,74.1542,59.4562,92.4856
310029,Our Lady of Lourdes Medical Center,Camden,NJ,82,30.4415,20.3977,45.431,63.8542,48.3869,84.2658,6.3519,5.0254,7.6784,43.0666,30.9072,60.0096,3.2087,2.4786,3.9388,13.6824,7.5717,24.7246,,,,52.4783,38.9114,70.7753,7.3675,4.9675,9.7675,,,,67.884,52.798,87.2805
310032,Regional Medical Center,Vineland,NJ,109,26.732,18.5719,38.4776,60.7511,47.6328,77.4823,5.41,4.2594,6.5605,32.5491,23.4702,45.14,2.1548,1.5215,2.7881,,,,,,,52.1725,40.1434,67.8063,8.6337,6.5521,10.7153,,,,63.9757,51.0005,80.2521
310034,Riverview Medical Center,Red Bank,NJ,148,26.7792,19.4814,36.8107,62.7504,51.0887,77.0739,6.4402,5.4528,7.4276,25.1558,18.1408,34.8834,1.5517,1.0082,2.0952,11.803,7.2275,19.2749,,,,60.657,49.3821,74.506,8.0979,6.3114,9.8843,12.2617,7.7215,19.4715,73.8461,61.239,89.0486
310038,Robert Wood Johnson University Hospital,New Brunswick,NJ,217,42.4599,34.6763,51.9906,61.3922,51.7883,72.777,7.1575,6.3418,7.9732,30.9576,24.3996,39.2781,1.9091,1.4601,2.3581,16.6236,11.9823,23.0626,8.5485,5.5105,13.2614,47.4696,39.089,57.647,6.776,5.3002,8.2519,8.703,5.5484,13.6514,65.6665,55.8434,77.2174
310039,Raritan Bay Medical Center,Perth Amboy,NJ,118,53.2158,41.2179,68.7061,82.8787,67.6241,101.5744,9.1269,8.021,10.2327,54.2826,42.2182,69.7946,3.4722,2.8636,4.0809,23.0336,15.5532,34.1118,11.8918,6.7488,20.9539,30.8767,22.3681,42.622,3.4164,1.4158,5.4171,9.5835,5.3047,17.3134,67.2044,54.3832,83.0485
310041,Community Medical Center,Toms River,NJ,426,33.1108,27.9396,39.2392,66.5297,59.0695,74.932,6.6873,6.1041,7.2705,37.0827,31.6272,43.4793,2.2406,1.9196,2.5617,11.6933,8.7222,15.6766,6.5813,4.4763,9.6763,54.7584,48.1943,62.2165,7.8268,6.7717,8.882,12.9136,9.9033,16.839,72.4829,64.9295,80.9149
310045,Englewood Hospital & Medical Center,Englewood,NJ,144,42.3491,32.7312,54.7932,72.2031,59.4575,87.681,6.4495,5.4484,7.4505,15.8215,10.4154,24.0334,0.4967,-0.0543,1.0477,10.6507,6.3052,17.9911,,,,35.6784,27.1831,46.8286,5.4752,3.664,7.2863,,,,68.4478,56.1923,83.3763
310047,Shore Memorial Hospital,Somers Point,NJ,103,41.7086,30.7037,56.6579,56.7401,43.9564,73.2417,5.3385,4.1551,6.5218,24.0107,16.09,35.8305,1.0491,0.3978,1.7004,,,,14.0444,8.1498,24.2025,44.5152,33.4419,59.2551,7.8917,5.7508,10.0326,,,,71.1294,55.9695,90.3955
310048,Somerset Medical Center,Somerville,NJ,168,43.3239,34.2074,54.87,72.102,60.1882,86.3742,7.5012,6.5743,8.4282,40.8635,32.0917,52.0328,2.3832,1.873,2.8934,11.2814,7.0096,18.1568,7.9075,4.4878,13.9328,43.4908,34.6759,54.5466,6.0636,4.3865,7.7406,7.686,4.4608,13.2431,66.0571,54.8705,79.5245
310050,St. Clare's Hospital,Denville,NJ,176,30.6142,23.323,40.1848,63.5402,52.7906,76.4786,5.2467,4.3412,6.1522,24.5087,18.1077,33.1722,0.754,0.2556,1.2524,6.8388,3.786,12.3533,8.5804,5.1696,14.2416,58.4682,48.2809,70.805,8.2436,6.6053,9.8818,11.1977,7.2208,17.3649,83.7931,70.9368,98.9794
310051,Overlook Hospital,Summit,NJ,171,42.1545,33.3964,53.2095,59.9502,49.4145,72.7323,6.0914,5.1726,7.0101,21.9057,15.8674,30.242,0.9791,0.4734,1.4848,10.0523,6.1555,16.4159,8.7781,5.1958,14.8302,42.5683,33.8369,53.5528,7.367,5.7049,9.0292,,,,69.504,57.8754,83.4689
310052,Ocean Medical Center,Brick,NJ,188,31.117,23.8836,40.5411,68.6107,57.6077,81.7151,6.2148,5.3384,7.0911,23.9314,17.7429,32.2784,1.2255,0.7431,1.7078,10.9858,6.9178,17.446,8.7466,5.1768,14.778,60.0854,50.0376,72.1508,8.2675,6.6819,9.853,13.1716,8.8944,19.5058,74.9513,63.5592,88.3852
310054,Mountainside Hospital,Montclair,NJ,124,31.1679,22.4771,43.2191,68.9035,55.485,85.5671,6.5449,5.4662,7.6237,39.0418,29.1407,52.3071,2.2094,1.6157,2.8031,10.9925,6.2399,19.365,,,,53.4149,42.1075,67.7586,6.7488,4.7972,8.7004,15.8279,10.09,24.8288,57.7214,45.8034,72.7405
310057,Virtua Memorial Hospital of Burlington,Mount Holly,NJ,125,22.6038,15.6041,32.7436,64.8915,52.1857,80.6907,5.4094,4.3351,6.4837,36.1628,26.9925,48.4485,1.7028,1.1115,2.2941,,,,,,,61.8663,49.5454,77.2512,8.96,7.0164,10.9036,,,,66.7221,53.7921,82.7602
310064,Atlanticare Regional Medical Center,Atlantic City,NJ,146,42.5697,33.1092,54.7333,73.2345,60.4717,88.6909,7.4524,6.4579,8.4468,15.7922,10.4912,23.7717,0.7009,0.1536,1.2483,12.1884,7.6734,19.3598,13.5828,8.4365,21.8685,52.431,41.8645,65.6643,6.6058,4.8066,8.405,9.3867,5.4474,16.1748,65.5996,53.8491,79.9141
310070,St. Peter's University Hospital,New Brunswick,NJ,177,48.8763,39.4532,60.5501,70.6716,59.2973,84.2276,7.6026,6.6995,8.5057,25.1615,18.7189,33.8215,1.2907,0.7936,1.7877,10.7758,6.7857,17.1122,11.7923,7.6017,18.2931,43.6271,34.9383,54.4768,6.7825,5.1486,8.4163,,,,61.8331,51.1441,74.756
310073,Jersey Shore University Medical Center,Neptune,NJ,176,37.56,29.4434,47.9142,67.1254,55.8116,80.7325,5.8528,4.947,6.7586,29.3427,22.2912,38.625,1.5679,1.0693,2.0665,15.8228,10.9158,22.9356,14.254,9.5432,21.2902,47.6842,38.4951,59.0669,7.4641,5.8253,9.103,7.0807,4.0191,12.4745,68.1082,57.4383,80.7603
310075,Monmouth Medical Center,Long Branch,NJ,109,20.2049,13.3015,30.6912,69.6905,55.5679,87.4025,5.4435,4.2931,6.5939,35.0815,25.5191,48.2271,1.7007,1.0675,2.3339,,,,,,,73.0269,58.5647,91.0606,8.9852,6.9038,11.0665,15.6334,9.7133,25.1616,64.7224,51.4406,81.4336
310076,St. Barnabas Medical Center,Livingston,NJ,210,30.3511,23.6578,38.9382,62.9604,53.0442,74.7304,6.9862,6.1571,7.8152,22.6361,16.9508,30.2281,1.0628,0.6065,1.5192,10.5243,6.8588,16.1488,6.6612,3.8659,11.4779,59.1177,49.6371,70.4089,7.7724,6.2724,9.2723,9.1675,5.845,14.3786,69.6847,59.1651,82.0747
310081,Underwood-Memorial Hospital,Woodbury,NJ,130,40.0513,30.3465,52.8597,68.9498,55.873,85.0873,7.0043,5.9507,8.0579,28.4038,20.4819,39.3897,1.5034,0.9234,2.0833,10.6211,6.1639,18.3013,9.9127,5.7512,17.0853,58.5247,46.8674,73.0814,7.9187,6.0125,9.8249,12.9775,8.0628,20.8879,66.1102,53.6902,81.4031
310084,Kimball Medical Center,Lakewood,NJ,102,40.7334,29.5048,56.2352,69.3032,54.5369,88.0677,6.8815,5.6921,8.0708,42.534,31.1881,58.0074,2.5424,1.8878,3.197,13.9367,7.9105,24.5537,,,,50.8838,38.964,66.45,7.5855,5.4337,9.7373,,,,72.7241,57.9761,91.2235
310086,Kennedy Memorial Hospitals-University Medical Center,Stratford,NJ,139,29.5624,21.5923,40.4743,74.3271,60.963,90.6209,6.7382,5.719,7.7574,48.3427,37.819,61.7947,3.5842,3.0232,4.1452,15.7326,10.1423,24.4042,,,,54.0717,43.1739,67.7203,7.9935,6.1495,9.8374,8.2439,4.5628,14.8948,75.783,62.8918,91.3166
310108,JFK Medical Center,Edison,NJ,187,32.3292,24.9854,41.8315,70.115,58.8695,83.5085,7.0135,6.1346,7.8923,35.1841,27.5272,44.9708,1.921,1.4373,2.4047,10.3012,6.4862,16.3601,15.7658,10.7232,23.1797,57.8157,47.9081,69.7722,6.6953,5.1053,8.2853,14.0933,9.5887,20.7142,67.6102,57.162,79.9682
310110,Robert Wood Johnson University Hospital - Hamilton,Hamilton,NJ,120,25.279,17.5637,36.3835,71.6293,57.8308,88.7202,6.1585,5.062,7.2549,36.2375,26.7728,49.048,2.4281,1.8246,3.0316,10.8434,6.1556,19.1012,,,,67.9457,54.7841,84.2693,9.1933,7.2097,11.177,15.1493,9.54,24.0567,65.4102,52.4518,81.5701
310111,CentraState Healthcare System,Freehold,NJ,129,29.6932,21.3147,41.3652,67.4179,54.3596,83.613,6.576,5.5183,7.6336,19.3658,12.8661,29.1491,0.8805,0.2984,1.4627,13.5738,8.1791,22.5267,14.9116,9.2628,24.0051,61.0154,49.1301,75.7759,7.7716,5.8581,9.6851,15.0465,9.5917,23.6033,69.5507,56.4853,85.6381
310113,Southern Ocean County Hospital,Manahawkin,NJ,113,29.5313,20.8791,41.7689,68.8998,55.0996,86.1565,6.7655,5.6355,7.8954,20.9704,13.932,31.5646,1.1334,0.5114,1.7553,,,,,,,54.5715,42.6234,69.869,7.923,5.8787,9.9672,,,,51.4218,39.6548,66.6805
320021,Presbyterian Hospital,Albuquerque,NM,158,25.8532,18.96,35.2526,60.1926,49.273,73.5321,5.2625,4.3068,6.2181,18.2233,12.5797,26.3987,0.6853,0.1593,1.2113,,,,8.6097,5.096,14.5463,65.2432,53.8752,79.0099,10.5342,8.8052,12.2631,11.0812,6.9783,17.5964,50.0332,39.7676,62.9486
330005,Kaleida Health-Buffalo General Hospital,Buffalo,NY,239,29.6698,23.4671,37.512,61.0875,51.9033,71.8968,5.7518,4.9745,6.5291,19.4221,14.5437,25.937,0.8108,0.3829,1.2386,9.3288,6.1392,14.1754,5.1938,2.948,9.1506,50.7195,42.4648,60.5789,7.6373,6.231,9.0436,11.9253,8.2294,17.281,56.8726,48.0876,67.2625
330011,Our Lady of Lourdes Memorial Hospital,Binghamton,NY,128,29.2855,21.1202,40.6076,63.1034,50.6793,78.5733,6.2757,5.2141,7.3373,,,,,,,,,,,,,55.2282,43.8306,69.5897,7.3701,5.4494,9.2908,13.8735,8.7366,22.0307,38.5457,29.0419,51.1595
330013,Albany Medical Center,Albany,NY,82,32.1425,22.1886,46.5617,54.2563,40.6351,72.4433,4.4607,3.1346,5.7868,15.2,8.8244,26.1817,0.5161,-0.2138,1.2459,,,,,,,51.0621,37.5935,69.3562,8.5182,6.119,10.9174,,,,63.9235,48.5708,84.1289
330023,Vassar Brothers Medical Center,Poughkeepsie,NY,185,38.5435,30.5356,48.6515,64.4801,53.9078,77.1258,6.1343,5.2509,7.0176,14.6157,10.0209,21.3174,0.596,0.1098,1.0822,12.4824,8.2146,18.9675,5.9363,3.2857,10.725,50.1865,40.9489,61.508,8.4255,6.8273,10.0237,,,,65.8645,54.9734,78.9134
330024,Mount Sinai Hospital,New York,NY,304,44.9558,37.8912,53.3374,65.6003,57.0395,75.4458,7.1887,6.4992,7.8782,16.9292,12.8272,22.3429,0.9583,0.5788,1.3378,16.2919,12.2315,21.7003,6,3.6737,9.7995,28.1319,22.7686,34.7586,5.1749,3.9274,6.4223,5.0742,3.0578,8.4204,74.1105,64.9664,84.5416
330043,Southside Hospital,Bay Shore,NY,82,38.3809,26.8302,54.9043,72.9349,56.3788,94.3528,7.3063,5.9802,8.6325,29.3325,19.4881,44.1499,1.3445,0.6146,2.0744,16.716,9.7021,28.8006,,,,52.2643,38.8885,70.2407,6.7815,4.3823,9.1807,,,,71.3746,55.405,91.9471
330044,Faxton-St. Luke's Healthcare,Utica,NY,172,42.9672,34.0392,54.2369,70.7095,59.1584,84.5161,7.3741,6.458,8.2903,19.656,13.97,27.6561,0.8853,0.381,1.3896,9.7245,5.8597,16.1384,12.6746,8.0786,19.8853,25.8969,19.3328,34.6898,3.7861,2.1285,5.4436,,,,56.2489,45.988,68.7993
330045,Huntington Hospital,Huntington,NY,177,32.9343,25.2167,43.0139,63.7179,52.7566,76.9566,6.9487,6.0455,7.8519,18.567,13.0539,26.4085,1.0869,0.5897,1.584,12.2978,7.8397,19.291,,,,49.8162,40.5551,61.1921,7.1037,5.4696,8.7378,11.3454,7.315,17.5964,69.9665,58.7748,83.2892
330046,St. Luke's-Roosevelt Hospital Center,New York,NY,129,39.473,29.9063,52.1001,64.7491,52.2055,80.3065,6.7127,5.6549,7.7705,14.9211,9.5148,23.3994,0.5448,-0.0374,1.127,12.6375,7.8501,20.3445,,,,41.8236,32.0263,54.6181,7.7863,5.8725,9.7001,,,,43.4954,33.3842,56.6689
330055,New York Hospital Queens,Flushing,NY,209,44.9162,36.3488,55.5029,72.3634,61.5517,85.0742,7.8749,7.0437,8.706,14.978,10.4062,21.5582,1.1861,0.7286,1.6436,15.0656,10.3262,21.9803,7.3726,4.1852,12.9876,33.3357,26.4559,42.0046,4.3776,2.8739,5.8814,,,,51.9595,42.8615,62.9886
330057,St. Peter's Hospital,Albany,NY,215,22.0652,16.5244,29.464,61.1561,51.4907,72.6358,5.1917,4.3723,6.011,9.139,5.8284,14.33,0.1584,-0.2926,0.6094,6.4655,3.7529,11.1385,5.5844,3.1699,9.838,67.1597,57.1249,78.9571,10.3881,8.9058,11.8704,10.1728,6.6953,15.4563,79.2208,68.1413,92.1017
330059,Montefiore Medical Center,Bronx,NY,223,32.1192,25.3598,40.6802,64.148,54.2796,75.8105,6.5769,5.772,7.3818,12.0827,8.2246,17.7505,0.621,0.178,1.0641,12.4005,8.5554,17.9735,6.0571,3.4378,10.6721,18.6428,13.7754,25.23,2.7068,1.2506,4.163,,,,64.8996,55.2789,76.1947
330061,Lawrence Hospital Center,Bronxville,NY,89,40.4948,28.7813,56.9755,76.7318,60.0488,98.0497,7.0862,5.813,8.3593,21.8804,13.7822,34.7372,0.775,0.0743,1.4758,,,,21.0023,12.8564,34.3094,29.4066,20.1636,42.8865,2.7479,0.4445,5.0513,,,,41.187,29.9622,56.6169
330090,Arnot Ogden Medical Center,Elmira,NY,99,29.4792,20.4806,42.4315,65.3225,51.217,83.3128,6.0043,4.7971,7.2115,12.9801,7.5353,22.359,0.337,-0.3274,1.0015,,,,,,,52.3074,39.8516,68.6562,7.3932,5.2091,9.5772,,,,43.396,32.0629,58.735
330101,New York-Presbyterian Hospital,New York,NY,490,46.194,40.5737,52.5927,63.9341,57.2161,71.441,7.6131,7.0696,8.1566,19.1542,15.6422,23.4547,1.199,0.8998,1.4981,17.4561,14.116,21.5865,7.1234,5.1331,9.8855,24.8918,20.8254,29.7522,3.7653,2.782,4.7487,4.1441,2.6723,6.4264,54.8861,48.7342,61.8144
330104,Nyack Hospital,Nyack,NY,137,42.5133,32.5521,55.5226,67.1827,54.5075,82.8054,6.565,5.5387,7.5913,14.7653,9.4162,23.153,0.6223,0.0574,1.1872,14.7211,9.2705,23.3764,,,,39.3908,30.238,51.3142,6.2623,4.4055,8.119,,,,78.3499,65.0279,94.4011
330106,North Shore University Hospital,Manhasset,NY,429,46.8648,40.7811,53.8561,67.8134,60.439,76.0875,7.6296,7.0489,8.2103,19.0944,15.3521,23.7489,0.9326,0.6129,1.2522,15.0948,11.7346,19.4172,8.5226,6.1415,11.8267,41.1669,35.5196,47.712,6.254,5.2033,7.3046,5.0684,3.3355,7.7014,81.834,73.6115,90.9749
330119,Lenox Hill Hospital,New York,NY,137,49.8103,38.9734,63.6606,61.1237,49.0193,76.2169,7.1194,6.0929,8.1458,12.4763,7.6416,20.3697,0.4558,-0.1092,1.0207,20.8033,14.154,30.5763,12.1938,7.2167,20.6033,28.7251,21.0671,39.1668,3.9992,2.1421,5.8562,,,,57.7798,46.6397,71.5808
